SKU,Month,Warehouse Code,Warehouse Name,Product Type,SKU Status,Year till SKU was Active,ABC classification,XYZ classification,Class,Product Group,Inbound Pallets,Inventory Pallets,outbound Pallets,cross transfer Pallets,Inbound Transportation Cost,Inbound Handlings Cost,Inventory Cost,Outbound Handlings Cost,Outbound Transportation Cost,Inter warehouse Cost,Administrative Cost,Total cost
2109092,6,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9090909090909092,0.05462963,0.037037037,0.0,0.0,17.010928153704285,0.5954449159504077,1.9846961820548403,4.120650458715596,0.7149194111449556,24.426639121570084
2109092,6,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9545454545454546,0.1148148148148138,0.0,0.0,0.0,15.951737294369073,1.207404629168305,3.462326773619772,0.0,1.9927261266047989,22.61419482376195
2109092,7,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,6,1.0,0.086111111,0.0,683.67,35.528471706081085,16.696147508363385,0.8834273492835911,2.661512535472035,0.0,1.696296558450154,741.1358556576503
2109092,7,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,3,0.9523809523809524,0.1157407407407404,0.0,59.55,19.66171719176383,16.908294329960203,1.3543075134195002,7.114669396828862,0.0,2.5703491229639988,107.1593375549364
2109092,7,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,5,1.0,0.076388889,0.0,8.16,27.496871502367625,15.859321778903425,0.7228347957679021,3.065825284,0.0,1.4435193430049065,56.7483727
2109092,7,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.018055556,0.0,0.0,0.0,17.541625849660107,0.1951314473883794,0.6883069452057373,0.0,0.2339493655872851,18.659013607841512
2109092,8,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,1,1.0,0.1462962962962959,0.0,16.18,6.813329597010942,15.755577514027634,1.6660360801039316,10.538827826753527,0.0,3.699706476691259,54.65347749458729
2109092,8,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,4,0.9565217391304348,0.072222222,0.0,5.93,23.51633605170026,14.501589969392445,0.6745343424690408,3.208283753677863,0.0,0.9535580963657864,48.78430221360539
2109092,8,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.1212962962962951,0.0,0.0,0.0,15.542838333476128,1.2300174500737084,4.306499493,0.0,2.270098899,23.34945417494848
2109092,8,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9565217391304348,0.066203704,0.0,0.0,0.0,15.822171649407773,0.6632552231204852,3.0349106958344154,0.0,1.4145173813343583,20.93485494969704
2109092,9,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,4,1.1428571428571428,0.096759259,0.0,77.81,25.837684074790456,19.74920628834215,1.027061374862264,5.237058674921258,0.0,2.526908079044843,132.18791849196097
2109092,9,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,1,1.0,0.1152777777777762,0.0,16.13,5.996239622983506,17.55585418739155,1.0550524490769002,3.053396187,0.0,1.7656932578959197,45.556235704587415
2109092,9,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.092592593,0.0,0.0,0.0,15.80493735,0.8336242052203777,3.306393036784775,0.0,1.2834987066728982,21.22845330040785
2109092,9,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9545454545454546,0.029166667,0.0,0.0,0.0,18.50041867376958,0.2755313665916027,0.9595999456024232,0.0,0.4442062679895319,20.17975625395314
2109092,10,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.3,0.084722222,0.2777777777777778,0.0,0.0,23.40646823314345,0.9280556052841094,4.846606463483399,51.036607142857136,3.6944571154055854,83.91219456017367
2109092,10,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,1,1.0,0.2037037037037024,0.0,21.89,7.643102550091074,20.03110744221896,2.012188436674559,7.019449037476237,0.0,6.525880083963707,65.12172755042452
2109092,10,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,1,0.95,0.1148148148148142,0.0,1.67,6.823880004523865,17.16456581415254,1.159017288,4.503366009,0.0,3.4889241217697697,34.809753237514606
2109092,10,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.036111111,0.0,0.0,0.0,22.00228796019122,0.3631522327483413,1.701522222063595,0.0,1.3157823334630645,25.382744748466223
2109092,11,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9523809523809524,0.1314814814814805,0.0,0.0,0.0,20.717066343209787,1.4282925779405649,4.438013647807034,0.0,3.633051685207984,30.216424254165368
2109092,11,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9545454545454546,0.071296296,0.0,0.0,0.0,17.44192755887633,0.8143613977611447,3.865370261733461,0.0,2.497373555757536,24.61903277412847
2109092,11,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.067592593,0.0,0.0,0.0,17.366027930057648,0.6289632876655876,2.343777691907306,0.0,1.7646450209049442,22.103413930535485
2109092,11,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9545454545454546,0.026851852,0.0,0.0,0.0,19.840035148954577,0.2745346106889491,1.2116109328545763,0.0,0.7384281752725784,22.06460886777068
2109092,12,4113,,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,3,0.0,0.0,0.0,169.95,0.0,0.0,0.0,0.0,0.0,0.0,169.95
2109092,12,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9,0.1300925925925924,0.3333333333333333,0.0,0.0,14.246141594991526,1.420363547900172,7.593899821965479,46.15959999999999,3.0456233418843515,72.46562830674152
2109092,12,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,1,1.0,0.055555556,0.0,1.47,5.994356472615856,15.852707660078726,0.5247217479803072,2.2114179583982656,0.0,0.8452216103095159,26.89842544938267
2109092,12,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.075,0.1296296296296296,0.0,0.0,16.03313676827889,0.798116603,2.944994517298064,4.403076698486284,1.6715891713020243,25.85091375847941
2109092,12,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9,0.044907407,0.0,0.0,0.0,14.86054429761425,0.4423605617488191,2.055712478693385,0.0,0.8093810408041352,18.167998378860588
2109784,1,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,5,0.8636363636363636,0.1827380952380938,0.0,7.7,28.36659118657001,10.42295388360617,2.045113123043024,8.991348273,0.0,3.8017382428139017,61.32774471
2109784,1,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9545454545454546,0.2005952380952373,0.0,0.0,0.0,12.64692513221703,2.7013595244878044,14.842218464338536,0.0,5.819824080724774,36.01032720176814
2109784,1,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.7272727272727273,0.041071429,0.0,0.0,0.0,16.48092259140411,0.5547427491855323,2.017207639,0.0,1.1297614907413784,20.182634469933177
2109784,1,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.020833333,0.0,0.0,0.0,12.664774654275131,0.2494285976337885,0.7342149607826365,0.0,0.4758715250847786,14.124289737776335
2109784,2,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,2,1.0,0.038095238,0.0,42.28,13.371978187403997,14.341814315748016,0.4303032356102205,1.7453475068034725,0.0,0.7197057120451797,72.88914895761089
2109784,2,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,4,1.0,0.1339285714285698,0.0,6.08,24.08922553191489,11.51734072894392,1.2920910124439575,7.428432655214698,0.0,2.531974134105145,52.93906406262261
2109784,2,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.1101190476190467,0.0,0.0,0.0,14.16259021130246,1.3183328457898635,9.481131840277682,0.0,3.5718776718880587,28.533932569258063
2109784,2,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9090909090909092,0.032142857,0.0,0.0,0.0,15.937313772013637,0.3961376433640429,2.486780204792505,0.0,1.2209236902674696,20.04115531043765
2109784,3,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.2136904761904754,0.0,0.0,0.0,16.84345580541808,2.619288994516044,14.104475562085383,0.0,5.082896848708583,38.65011721
2109784,3,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,1,0.9565217391304348,0.1809523809523787,0.0,1.52,6.188880225318707,13.868000135007156,1.7849184602345831,7.452123444853968,0.0,3.2861448164874174,34.10006708190183
2109784,3,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9565217391304348,0.080952381,0.0,0.0,0.0,16.409955401206084,0.9042991273496304,3.3763311140920447,0.0,1.5441251763748185,22.23471081902258
2109784,3,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.01547619,0.0,0.0,0.0,16.149952115330123,0.1389351754160717,0.5092906967082412,0.0,0.2467086407508293,17.044886628205266
2109784,4,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.056547619,0.119047619,0.0,0.0,16.065076656409193,0.6195830233184118,2.7990915051807845,13.656962427745665,1.168061381056854,34.308774993710905
2109784,4,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.1119047619047611,0.0,0.0,0.0,16.63344156672081,1.3432803349507405,8.858389326493715,0.0,2.876583468185491,29.711694696350754
2109784,4,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.1767857142857124,0.0,0.0,0.0,15.139061456312044,1.7691585156437557,9.007299861306338,0.0,2.8688184414569853,28.78433827471912
2109784,4,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9444444444444444,0.021428571,0.0,0.0,0.0,15.430254930063874,0.2267655278928551,0.8803824225161619,0.0,0.4640082837478383,17.00141116422073
2109784,5,4113,,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,4,0.0,0.0,0.0,198.28,0.0,0.0,0.0,0.0,0.0,0.0,198.28
2109784,5,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,2,1.1,0.1708333333333325,0.0,43.16,13.097463680387408,16.802908899041814,2.085164510011565,10.86501158230239,0.0,4.281710394250625,90.29225907
2109784,5,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,3,1.0,0.1797619047619028,0.0,4.6,20.287486781179982,13.598688243566963,1.796453961122914,7.283989537192224,0.0,3.5313161948032707,51.09793471786537
2109784,5,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9523809523809524,0.092261905,0.095238095,0.0,0.0,15.675914271545526,1.0335255041560667,3.508047321723267,4.571837843864191,1.5570103154228676,26.34633525671192
2109784,5,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.020238095,0.0,0.0,0.0,13.912806788936956,0.2277609766975299,0.6438105361046996,0.0,0.4029238788523773,15.187302180591562
2109784,6,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,1,0.9090909090909092,0.076190476,0.0,47.5,6.398796546141392,17.010928153704285,0.8304510207928169,2.768002423398506,0.0,0.9970788881827908,75.50525703221977
2109784,6,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,5,1.0,0.2345238095238062,0.0,7.46,30.087654530059268,14.984698589633366,2.3187475122923384,9.227917751201309,0.0,2.934748547,67.01376693
2109784,6,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.8636363636363636,0.1577380952380939,0.0,0.0,0.0,17.064944759664357,1.767064149926152,9.310887938447085,0.0,3.725445132706406,31.86834198
2109784,6,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9545454545454546,0.022619048,0.0,0.0,0.0,15.951737294369073,0.2378642760227743,0.6820943298259751,0.0,0.3925762300108303,17.264272130228655
2109784,7,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,5,1.0,0.092857143,0.0,126.65,30.392759595008243,17.541625849660107,1.0035331579973985,3.5398642896295724,0.0,1.203168165877489,180.3309510581728
2109784,7,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,6,1.0,0.2184523809523787,0.0,8.87,32.99624580284115,15.859321778903425,2.0671197665985925,8.767463994480414,0.0,4.128090380904929,72.68824172372851
2109784,7,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,1,1.0952380952380951,0.033928571,0.0,34.05,5.921411951013514,18.286256794874184,0.3480785178052772,1.0486604690454069,0.0,0.6683564780990072,60.32276421083738
2109784,7,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9523809523809524,0.1779761904761894,0.0,0.0,0.0,16.908294329960203,2.082538010635351,10.940328769637947,0.0,3.9524625656549137,33.883623675888416
2109784,8,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,3,0.9565217391304348,0.083333333,0.0,61.74,20.16679331306991,15.822171649407773,0.8348667144173751,3.820167309441836,0.0,1.7805113890921591,104.16451037542906
2109784,8,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,4,0.9565217391304348,0.1714285714285694,0.0,6.18,23.51633605170026,14.501589969392445,1.6010925052012368,7.615266931806783,0.0,2.2633906463187854,55.677676104419504
2109784,8,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.1839285714285702,0.0,0.0,0.0,15.755577514027634,2.094595994018542,13.249765002803544,0.0,4.6513940830372285,35.75133259388694
2109784,8,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.052380952,0.0,0.0,0.0,15.542838333476128,0.5311743841103306,1.8597315148611464,0.0,0.9803262419477732,18.914070474395377
2109784,9,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,3,0.9545454545454546,0.060714286,0.0,77.6,18.44968274950429,18.50041867376958,0.5735550896396644,1.9975345806417848,0.0,0.9246742721414772,118.0458653656968
2109784,9,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,4,1.0,0.2160714285714269,0.0,10.81,22.756020715847622,15.80493735,1.9453216274678315,7.7157043222684445,0.0,2.9951359105002457,62.02711992781395
2109784,9,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.1773809523809519,0.0,0.0,0.0,17.280555502299382,1.8828288498842047,9.600677625522083,0.0,4.632376943266075,33.39643892097175
2109784,9,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9523809523809524,0.023809524,0.0,0.0,0.0,16.719861130849097,0.2179110049728429,0.6306498149203555,0.0,0.3646870756411356,17.933109026383434
2109784,10,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.95,0.2672619047619024,0.0,0.0,0.0,17.16456581415254,2.697919851347408,10.48277767368338,0.0,8.121395377921424,38.46665871710475
2109784,10,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.07202381,0.0,0.0,0.0,22.00228796019122,0.7243091235584919,3.393695420928977,0.0,2.624335093665295,28.744627598343985
2109784,10,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.088690476,0.0,0.0,0.0,18.00497556,0.9715242519016216,5.073613791983737,0.0,3.8674996032465554,27.91761321108841
2109784,10,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.033333333,0.0,0.0,0.0,20.03110744221896,0.3292671987285541,1.1486371152233492,0.0,1.0678712864667557,22.57688304263761
2109784,11,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9090909090909092,0.018452381,0.238095238,0.0,0.0,19.77538150942753,0.2004495116928582,0.6228399435302385,23.017718309859152,0.5098699296644811,44.12625920417426
2109784,11,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9545454545454546,0.1696428571428561,0.0,0.0,0.0,17.44192755887633,1.937696646806436,9.197286383438158,0.0,5.942266391946276,34.51917698
2109784,11,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.1672619047619033,0.0,0.0,0.0,17.366027930057648,1.5564071961900894,5.799817791422287,0.0,4.366719430399809,29.088972348069834
2109784,11,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9545454545454546,0.060714286,0.0,0.0,0.0,19.840035148954577,0.6207457453508662,2.7395537841391264,0.0,1.6696479431039837,24.86998262154855
2109784,12,4113,,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,4,0.0,0.0,0.0,317.24,0.0,0.0,0.0,0.0,0.0,0.0,317.24
2109784,12,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,1,0.9,0.1505952380952372,0.0,26.14,6.613607476635514,14.246141594991526,1.6442134207263228,8.790701522427717,0.0,3.525614819252993,60.96027883403408
2109784,12,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,1,1.25,0.2160714285714264,0.0,1.52,5.994356472615856,19.81588457509841,2.040792798394837,8.600836273913252,0.0,3.287308334382367,41.25917845440472
2109784,12,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,0.9,0.063690476,0.0,0.0,0.0,14.86054429761425,0.6273832414788004,2.915539200267593,0.0,1.1479144952788938,19.55138123463954
2109784,12,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.021428571,0.0,0.0,0.0,16.03313676827889,0.2280333151754634,0.841427005,0.0,0.4775969060862711,17.58019399448289
2143050,1,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,3,1.0909090909090908,1.370238095238093,0.0,61.9,20.33409064748201,14.453628722533749,18.45261016430545,101.38512434690618,0.0,39.75440663,256.2798605097985
2143050,1,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,4,0.7272727272727273,0.5142857142857117,0.0,112.74,25.14871838,16.48092259140411,6.946343989801577,25.25894782249708,0.0,14.146578666674916,200.7215114509445
2143050,1,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,3,1.2272727272727273,0.2672619047619044,0.0,4.5600000000000005,17.019954711942006,14.811566045124556,2.991061212528742,13.150212946728155,0.0,5.560196974017762,58.09299189034123
2143050,1,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.02202381,0.0,0.0,0.0,12.664774654275131,0.2636816603557251,0.7761701013988042,0.0,0.5030641836610628,14.207690599690723
2143050,2,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,2,1.25,1.0821428571428546,0.0,43.24,14.152932420872538,17.703237764128076,12.95529250619452,93.17133884,0.0,35.100938418878535,216.3237399512895
2143050,2,4113,,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,5,0.0,0.0,0.0,177.57,0.0,0.0,0.0,0.0,0.0,0.0,177.57
2143050,2,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,1,1.181818181818182,0.3708333333333313,0.0,29.48,7.010560841261892,20.718507903617727,4.5702546632556125,28.69007532566219,0.0,14.085841834011982,104.5552405678094
2143050,2,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.4267857142857136,0.0,0.0,0.0,11.51734072894392,4.117463359654789,23.67193872795109,0.0,8.068557574015147,47.37530039056495
2143050,2,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.1125,0.2857142857142857,0.0,0.0,14.341814315748016,1.2707392426614743,5.154229356029174,22.00413223140496,2.1253809308834914,44.89629607672712
2143050,3,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,2,1.1304347826086956,1.5119047619047594,0.0,39.98,13.25162026726058,19.04042830177696,18.53201684142274,99.79211121921156,0.0,35.96255709114158,226.55873372081345
2143050,3,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.4869047619047582,0.0,0.0,0.0,17.15586246489727,5.439093280676618,20.30763861270129,0.0,9.287458781431171,52.19005313970635
2143050,3,4135,Langenhagen,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,1,0.9565217391304348,0.3571428571428563,0.0,1.52,6.188880225318707,13.868000135007156,3.522865382041976,14.708138378001404,0.0,6.485812137804179,46.29369625817342
2143050,3,4156,Krefeld,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,0,1.0,0.069642857,0.0,0.0,0.0,16.149952115330123,0.6252082893723552,2.291808135187204,0.0,1.1101888833787894,20.177157423268472
2143050,4,4164,Meerane,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,5,1.0,1.235119047619045,0.0,102.95,34.51271275050827,16.63344156672081,14.82609944161064,97.77211623656676,0.0,31.749524981302784,298.44389497670926
2143050,4,4113,,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,5,0.0,0.0,0.0,188.85,0.0,0.0,0.0,0.0,0.0,0.0,188.85
2143050,4,4177,Dreieich,Papier,Active,Still Active,C,X,CX,Papier_A-Marke,2,1.0,0.5226190476190448,0.0,56.44,15.408253873659117,16.065076656409193,5.726251521,25.86949833209264,0.0,10.79534623755734,130.30442662049282
